student_id,age,gender,study_hours_per_day,smartphone_usage_hours,social_media_hours,gaming_hours,streaming_hours,sleep_hours,exercise_hours,class_attendance_percent,assignment_completion_percent,caffeine_intake_cups,mental_health_status,parent_education_level,internet_quality,motivation_level,final_exam_score
2063,18,Male,3.42,10.15,5.14,1.93,0.6,7.6,0.9,100.0,77.03,3,Average,PhD,Average,5.36,80.9
2064,24,Male,7.04,8.63,0.55,1.18,3.16,5.58,1.49,86.93,88.47,1,Average,Bachelors,Good,3.55,90.27
2065,17,Female,5.75,4.71,1.49,2.81,1.42,6.22,2.51,92.89,81.91,0,Good,Bachelors,Average,5.19,100.0
2066,22,Male,7.85,3.41,2.9,1.99,1.93,6.43,1.62,82.17,72.98,0,Average,Bachelors,Average,8.21,100.0
2067,21,Female,4.51,6.94,4.16,0.0,3.08,6.59,1.93,89.16,86.79,2,Average,Masters,Average,3.42,91.32
2068,17,Male,4.91,3.11,2.26,2.3,1.92,9.13,0.0,68.28,56.28,1,Average,Bachelors,Average,6.49,83.2
2069,23,Male,5.59,4.89,1.47,1.38,2.99,4.56,1.07,96.87,93.22,2,Good,Bachelors,Average,4.05,90.55
2070,18,Male,4.1,3.55,3.42,3.87,0.09,7.71,0.41,81.36,100.0,3,Average,Bachelors,Poor,5.58,100.0
2071,18,Male,2.74,5.6,2.01,1.82,3.09,8.34,1.78,84.89,100.0,2,Good,Bachelors,Poor,2.54,76.7
2072,20,Female,6.27,2.93,4.3,1.26,3.1,6.4,0.65,83.08,68.28,4,Good,HighSchool,Average,8.97,100.0
2073,25,Male,2.62,1.25,4.44,1.3,0.15,5.63,0.1,70.19,79.9,3,Average,HighSchool,Average,6.02,71.04
2074,23,Female,6.34,6.12,4.5,0.91,2.18,5.17,0.33,70.78,87.9,2,Average,HighSchool,Poor,4.99,75.41
2075,24,Female,3.83,0.92,3.81,2.78,2.62,7.28,1.93,77.84,60.08,1,Average,HighSchool,Average,8.5,79.73
2076,21,Female,3.54,8.65,3.22,0.86,1.82,8.79,2.04,71.32,79.24,4,Average,Bachelors,Good,7.92,68.52
2077,22,Male,2.41,9.11,7.02,4.54,2.3,7.66,0.87,75.68,53.9,0,Average,Bachelors,Average,7.89,41.02
2078,23,Female,5.69,4.44,3.72,2.63,3.46,5.77,2.01,87.48,75.66,1,Poor,HighSchool,Average,8.16,90.37
2079,20,Female,4.49,5.45,3.37,1.0,2.89,8.08,1.98,93.3,60.07,0,Average,PhD,Poor,8.33,100.0
2080,20,Female,6.66,7.6,1.81,3.37,0.02,7.53,1.21,64.81,73.32,2,Average,HighSchool,Average,5.62,82.94
2081,21,Male,7.7,2.29,3.94,4.99,0.59,7.12,0.26,83.49,64.18,1,Good,HighSchool,Good,7.43,100.0
2082,17,Male,3.64,6.7,2.47,2.77,0.0,8.3,2.1,88.07,84.7,2,Poor,Bachelors,Average,6.25,76.69
2083,21,Male,1.64,5.17,4.37,1.51,2.76,6.58,2.69,77.54,82.85,1,Good,Bachelors,Poor,8.25,75.86
2084,18,Male,6.71,7.59,1.39,0.0,0.04,3.9,1.81,75.3,100.0,0,Good,HighSchool,Good,4.25,86.7
2085,24,Female,2.62,8.0,3.78,0.0,1.86,4.74,2.07,79.21,83.1,1,Good,HighSchool,Poor,6.15,50.61
2086,18,Male,3.38,6.81,5.52,2.09,1.87,5.62,1.24,77.92,97.71,0,Average,Masters,Average,4.13,85.78
2087,17,Female,9.54,1.28,1.8,0.89,2.67,6.79,1.54,80.35,79.49,0,Average,HighSchool,Average,5.08,100.0
2088,18,Male,7.0,4.31,4.11,2.65,0.92,7.5,0.46,78.55,100.0,0,Good,Bachelors,Average,3.51,100.0
2089,19,Male,7.26,4.44,3.37,4.14,4.14,7.3,2.11,81.14,81.44,1,Average,HighSchool,Good,3.77,79.29
2090,23,Female,2.52,9.88,1.71,2.19,2.86,5.13,0.88,87.63,81.91,5,Average,Masters,Poor,7.04,57.12
2091,20,Female,1.21,4.57,2.12,0.0,2.11,7.01,0.0,88.85,76.5,3,Good,Masters,Good,3.83,76.2
2092,21,Female,3.15,4.73,4.4,4.94,2.76,8.33,1.06,100.0,68.92,0,Good,HighSchool,Poor,2.91,73.54
2093,18,Male,5.45,6.09,6.24,0.33,2.89,6.74,0.13,84.15,63.19,0,Good,Masters,Good,2.55,89.69
2094,18,Female,1.79,2.38,3.69,2.73,3.77,5.11,1.53,99.16,60.22,0,Average,Masters,Average,7.64,80.11
2095,18,Male,3.81,4.24,3.88,0.69,2.05,6.93,1.42,90.7,86.63,0,Poor,HighSchool,Average,7.41,73.92
2096,24,Male,3.95,2.58,3.66,0.44,3.15,9.65,0.04,77.88,91.53,3,Average,HighSchool,Good,4.71,90.86
2097,22,Female,2.84,7.52,8.07,1.45,0.66,6.03,0.72,87.77,100.0,2,Poor,Bachelors,Average,5.45,71.58
2098,19,Female,1.89,2.72,3.64,6.18,0.9,9.45,0.64,75.42,56.83,2,Average,PhD,Good,10.0,66.64
2099,17,Female,5.01,4.02,3.57,0.22,0.06,5.49,1.57,69.17,87.79,1,Average,HighSchool,Good,4.45,88.73
2100,20,Male,6.02,4.71,3.67,1.1,1.75,8.13,0.55,72.35,93.67,3,Good,HighSchool,Good,7.46,92.02
2101,19,Male,3.71,0.93,2.9,0.19,0.0,5.6,0.41,95.18,76.21,1,Poor,HighSchool,Good,2.26,73.9
2102,18,Female,5.24,4.23,3.85,0.0,2.76,9.11,0.75,80.35,69.14,0,Average,HighSchool,Good,6.75,79.87
2103,25,Female,3.18,7.19,4.63,1.51,2.86,5.07,2.48,88.66,100.0,4,Average,Masters,Average,10.0,100.0
2104,22,Male,4.24,3.72,2.37,3.59,0.8,7.43,0.69,96.04,85.92,1,Good,Bachelors,Poor,6.25,85.46
2105,17,Male,7.86,11.68,6.1,3.23,1.99,6.76,0.41,82.57,73.35,1,Poor,Bachelors,Poor,5.72,77.7
2106,24,Male,6.15,4.88,4.85,3.38,3.12,9.74,0.0,84.18,100.0,2,Average,Masters,Average,4.84,89.15
2107,17,Male,4.88,11.84,2.64,3.15,1.47,8.25,1.17,96.9,100.0,3,Average,Bachelors,Average,6.69,100.0
2108,23,Female,2.14,2.19,7.35,1.16,0.19,8.09,1.94,83.56,73.42,4,Poor,HighSchool,Good,7.77,70.59
2109,19,Male,3.64,5.28,2.81,0.0,2.1,6.16,2.19,100.0,96.06,0,Poor,Bachelors,Average,4.63,89.39
2110,20,Male,8.12,4.84,2.77,3.81,1.08,5.24,3.08,79.08,63.63,0,Average,HighSchool,Good,6.39,100.0
2111,17,Female,8.3,4.84,0.0,1.45,2.61,6.41,2.35,80.21,61.94,1,Poor,HighSchool,Good,3.21,69.83
2112,17,Female,7.21,12.74,3.0,0.0,2.34,5.91,1.33,91.42,77.95,2,Average,PhD,Good,9.43,100.0
2113,23,Female,3.43,7.96,2.98,3.39,3.7,9.98,1.64,79.41,96.59,0,Poor,HighSchool,Average,7.18,62.86
2114,22,Female,5.81,3.92,0.0,1.68,1.05,9.25,0.71,72.94,60.83,0,Average,Bachelors,Good,4.79,74.24
2115,22,Male,2.56,6.99,3.07,2.32,3.78,5.57,0.08,86.65,97.04,1,Average,HighSchool,Average,8.0,61.11
2116,23,Male,2.25,4.18,3.28,2.64,0.0,7.64,1.72,71.54,61.99,0,Good,Bachelors,Poor,6.01,45.64
2117,25,Female,2.73,2.35,6.49,2.01,3.82,7.23,1.21,96.05,57.82,2,Good,Masters,Good,6.56,44.59
2118,23,Female,3.29,3.9,6.9,3.17,2.7,3.62,0.78,88.42,61.16,2,Average,HighSchool,Average,8.09,60.23
2119,17,Female,4.95,7.77,2.42,3.44,1.21,6.05,0.83,91.03,73.01,3,Good,Bachelors,Average,7.87,76.7
2120,24,Male,8.41,0.65,3.57,3.14,0.06,8.68,1.69,81.22,100.0,1,Average,Masters,Good,5.34,100.0
2121,21,Male,8.36,9.02,3.24,1.48,2.38,6.54,1.1,86.49,71.29,2,Average,HighSchool,Poor,4.35,95.38
2122,24,Male,2.3,4.09,2.59,2.68,3.29,6.22,1.43,79.06,87.55,0,Average,HighSchool,Poor,6.33,74.94
2123,21,Male,4.86,5.82,3.12,0.53,3.12,8.71,2.2,85.87,84.26,0,Good,HighSchool,Good,2.32,76.5
2124,20,Male,6.47,4.76,0.61,0.94,2.48,6.53,1.17,53.92,86.81,0,Average,HighSchool,Average,3.13,72.69
2125,19,Male,2.38,4.35,3.4,3.05,1.56,6.52,0.0,92.42,83.96,1,Poor,Bachelors,Average,8.57,69.03
2126,22,Male,7.59,7.09,5.35,1.08,1.51,6.6,2.4,66.25,88.34,1,Good,HighSchool,Poor,5.86,100.0
2127,22,Female,4.68,3.06,5.48,1.97,1.1,7.08,1.16,96.91,73.91,3,Good,Bachelors,Average,10.0,100.0
2128,25,Female,4.33,8.74,5.04,1.16,0.33,7.08,2.44,89.56,96.2,2,Poor,Bachelors,Good,5.21,100.0
2129,20,Male,0.77,6.36,5.74,4.45,0.44,6.69,1.54,85.76,48.77,5,Good,Bachelors,Good,4.72,45.44
2130,24,Female,4.14,2.53,0.0,1.41,2.75,6.79,1.7,88.83,62.98,2,Average,Bachelors,Poor,9.1,82.46
2131,17,Female,4.68,8.48,1.67,2.16,0.47,6.39,1.11,100.0,83.54,3,Poor,HighSchool,Poor,6.65,77.25
2132,23,Male,8.68,1.82,3.06,2.03,0.34,3.5,3.51,88.6,80.11,2,Poor,HighSchool,Average,6.97,83.51
2133,23,Female,4.67,3.01,7.39,3.59,1.08,7.19,1.3,76.46,100.0,0,Poor,Bachelors,Average,5.99,81.8
2134,22,Female,0.0,5.47,0.0,0.0,1.44,7.96,0.5,95.05,56.23,4,Poor,Bachelors,Good,7.6,51.86
2135,23,Male,8.64,10.04,4.59,2.77,2.84,7.75,1.22,90.99,77.02,0,Average,HighSchool,Good,7.1,100.0
2136,24,Female,5.2,6.69,4.5,3.6,2.25,6.43,2.09,76.02,72.35,1,Poor,Masters,Average,4.85,73.54
2137,22,Female,3.5,4.97,4.66,2.66,3.66,8.39,0.87,67.61,82.25,1,Average,HighSchool,Average,3.53,48.75
2138,25,Male,4.63,5.83,5.35,3.07,2.0,8.11,2.31,87.3,56.26,1,Average,HighSchool,Good,4.8,61.84
2139,20,Male,5.96,5.39,6.58,2.35,1.31,8.22,1.48,78.31,82.78,2,Average,HighSchool,Poor,4.03,77.15
2140,23,Male,4.42,3.48,2.85,2.46,3.3,7.49,2.23,78.43,61.22,1,Average,Masters,Poor,5.66,73.59
2141,23,Female,5.9,5.82,3.77,2.72,1.89,5.1,1.12,81.4,64.18,0,Good,Masters,Average,6.09,79.41
2142,25,Female,4.63,4.69,4.03,2.01,3.06,6.13,1.62,78.19,75.61,4,Average,HighSchool,Good,6.8,91.22
2143,24,Female,3.2,2.64,3.0,3.2,0.69,9.07,1.54,95.26,84.66,2,Poor,Masters,Average,5.65,82.3
2144,17,Male,5.44,4.46,3.17,1.92,3.79,5.62,2.01,81.93,80.54,1,Poor,HighSchool,Average,4.92,83.7
2145,23,Male,0.7,4.45,2.19,1.17,2.94,6.62,1.58,96.77,96.71,0,Poor,HighSchool,Poor,7.11,59.83
2146,25,Male,5.02,10.69,0.63,5.91,1.31,9.17,2.46,100.0,57.86,2,Poor,HighSchool,Good,9.98,81.77
2147,22,Female,7.09,3.74,4.15,2.3,4.43,6.57,1.3,80.34,91.77,1,Poor,Masters,Good,7.12,100.0
2148,24,Female,7.69,9.25,3.86,4.02,1.24,8.31,2.01,99.64,74.46,2,Good,HighSchool,Poor,9.26,100.0
2149,17,Male,5.65,4.98,3.76,0.91,2.08,7.83,1.81,92.67,100.0,0,Poor,Bachelors,Poor,9.73,91.24
2150,22,Male,2.95,8.35,2.91,4.41,2.58,8.05,2.13,68.27,84.85,0,Good,Bachelors,Good,8.11,63.01
2151,19,Female,4.2,4.78,2.26,5.19,1.19,4.57,0.95,90.12,84.58,4,Average,Masters,Average,2.77,64.36
2152,22,Female,8.46,4.25,3.24,2.1,0.57,8.02,2.31,96.1,89.51,1,Poor,Bachelors,Good,5.34,100.0
2153,20,Male,1.92,5.02,2.87,0.63,1.52,8.09,0.63,96.27,76.55,0,Good,Bachelors,Average,4.95,81.27
2154,25,Male,5.76,11.95,2.83,0.91,0.78,8.75,0.84,84.6,58.96,0,Good,Bachelors,Poor,7.22,80.61
2155,19,Male,7.24,5.23,3.86,2.51,2.35,6.27,1.92,100.0,64.09,1,Average,Bachelors,Average,3.38,95.32
2156,23,Male,3.23,6.65,5.25,3.72,1.9,6.92,1.29,80.13,52.15,1,Average,HighSchool,Poor,5.13,55.14
2157,21,Male,7.56,6.9,5.5,2.69,1.15,8.26,2.13,75.25,89.37,2,Poor,Bachelors,Poor,3.95,94.04
2158,19,Male,4.87,6.16,2.87,0.0,0.55,6.27,1.0,94.12,45.4,2,Poor,HighSchool,Average,9.66,67.18
2159,18,Female,3.39,5.12,6.68,1.89,2.08,7.61,1.89,100.0,69.65,0,Good,Bachelors,Average,3.32,100.0
2160,24,Male,3.76,9.79,3.65,3.89,1.12,7.97,0.0,76.65,98.15,0,Average,Bachelors,Poor,7.34,66.29
2161,18,Female,5.04,10.99,4.8,1.35,2.75,6.27,0.24,85.98,100.0,1,Good,HighSchool,Average,8.42,100.0
2162,25,Male,2.48,9.0,4.01,0.73,2.37,7.41,1.89,86.17,72.16,0,Average,Bachelors,Poor,9.29,58.31
2163,25,Female,9.19,5.2,6.79,3.03,1.33,6.01,1.6,69.08,100.0,0,Good,HighSchool,Average,10.0,100.0
2164,25,Male,6.73,3.23,1.81,0.0,1.17,7.62,0.33,76.75,65.5,1,Average,HighSchool,Average,5.87,94.16
2165,23,Male,2.4,5.91,4.49,0.0,1.52,7.91,1.83,88.61,67.08,0,Average,Bachelors,Average,10.0,66.04
2166,19,Male,2.43,3.87,2.39,1.99,0.0,7.35,2.22,91.84,77.73,1,Average,Masters,Good,10.0,70.08
2167,24,Female,6.08,8.05,2.58,3.23,0.57,7.61,2.71,86.87,96.57,0,Good,Masters,Poor,6.5,96.39
2168,19,Female,8.68,4.4,4.12,1.17,2.08,5.48,1.27,83.07,81.07,1,Good,HighSchool,Average,5.19,97.36
2169,20,Female,6.4,6.64,0.57,0.0,2.31,6.28,0.87,77.02,100.0,1,Good,Bachelors,Average,8.4,100.0
2170,20,Male,5.1,5.34,6.16,1.76,2.19,7.86,2.38,84.88,63.51,4,Average,Bachelors,Poor,8.75,100.0
2171,18,Male,4.9,9.68,3.13,1.23,0.75,6.01,2.16,89.38,100.0,3,Good,Masters,Good,8.0,100.0
2172,21,Female,3.98,0.79,1.48,2.17,2.28,4.08,1.91,93.53,74.1,0,Average,Masters,Good,4.22,66.49
2173,18,Male,6.07,6.71,2.72,0.0,1.74,5.23,1.46,100.0,93.29,1,Good,HighSchool,Poor,3.42,100.0
2174,24,Male,1.98,8.47,3.06,0.71,0.13,5.57,0.94,78.12,71.46,3,Good,HighSchool,Average,5.31,48.26
2175,24,Female,5.3,4.66,3.95,2.75,0.12,6.93,1.42,78.35,91.17,3,Good,Masters,Poor,8.4,93.95
2176,23,Female,4.05,3.93,2.24,1.88,4.06,3.9,0.07,97.2,68.44,3,Good,HighSchool,Good,5.82,65.97
2177,25,Female,2.41,5.98,4.32,3.78,2.21,6.58,1.51,78.92,73.92,2,Average,Bachelors,Good,5.77,71.63
2178,25,Male,5.07,6.44,5.05,2.85,0.81,5.33,1.49,84.39,75.37,0,Average,Bachelors,Average,3.44,73.9
2179,22,Female,4.63,4.27,5.95,1.84,1.53,6.11,1.61,66.61,76.64,2,Average,HighSchool,Good,3.42,62.97
2180,20,Male,4.66,5.79,3.29,0.44,0.0,7.39,0.0,92.37,69.47,1,Average,HighSchool,Average,7.07,100.0
2181,20,Male,4.03,4.31,2.3,2.13,0.13,6.03,0.68,89.56,98.66,2,Poor,HighSchool,Good,6.89,71.46
2182,18,Male,6.17,0.43,3.42,1.51,1.72,8.9,2.07,83.27,67.81,1,Average,HighSchool,Poor,5.36,100.0
2183,19,Male,2.67,3.55,7.22,2.97,4.03,7.39,1.13,78.09,100.0,1,Good,HighSchool,Average,7.12,84.64
2184,20,Female,5.06,3.34,5.13,4.71,2.44,9.19,1.92,94.37,58.9,1,Good,HighSchool,Good,4.86,94.09
2185,24,Male,4.8,7.89,5.32,0.19,2.67,8.39,1.9,85.68,86.48,1,Average,Masters,Average,5.81,80.87
2186,21,Male,6.2,3.83,3.78,3.6,4.57,6.81,1.52,71.74,79.81,3,Average,Bachelors,Average,5.87,91.01
2187,21,Male,5.47,5.65,7.03,3.26,2.96,7.77,0.48,92.78,64.69,0,Average,HighSchool,Average,4.96,87.26
2188,20,Male,7.84,6.12,2.97,1.15,2.42,5.32,2.76,82.8,80.81,1,Average,HighSchool,Average,4.25,100.0
2189,24,Male,5.79,5.43,3.11,4.35,0.34,10.0,1.24,75.09,99.16,3,Good,Bachelors,Good,6.07,83.91
2190,24,Male,1.75,12.02,5.7,2.71,1.47,5.3,0.99,95.35,75.03,1,Average,Bachelors,Good,7.77,47.76
2191,19,Male,4.43,8.35,8.08,6.78,0.99,8.51,0.58,79.61,77.23,1,Poor,Masters,Poor,3.85,68.75
2192,17,Male,2.56,0.0,2.0,4.6,2.42,8.45,2.77,91.59,84.0,1,Average,HighSchool,Average,6.96,88.63
2193,17,Female,6.28,3.21,5.0,3.66,1.22,8.91,0.19,78.05,70.87,5,Average,Bachelors,Poor,7.61,82.17
2194,17,Male,8.57,6.89,1.66,2.18,1.89,8.2,2.01,70.46,74.83,3,Average,HighSchool,Good,6.97,100.0
2195,22,Female,4.86,6.98,2.46,2.47,3.42,5.95,1.02,84.42,69.78,2,Poor,Bachelors,Poor,9.21,69.61
2196,25,Male,2.27,6.46,7.86,1.3,0.55,6.93,0.2,92.56,83.15,1,Poor,HighSchool,Average,3.01,40.35
2197,19,Female,8.08,4.26,2.78,0.0,2.68,4.43,1.3,82.41,87.42,4,Average,Bachelors,Good,6.93,100.0
2198,21,Female,2.94,3.84,4.27,3.31,0.21,6.83,0.24,82.21,67.28,1,Good,Bachelors,Average,5.53,62.94
2199,19,Male,5.57,8.45,0.96,3.27,0.0,8.43,1.62,94.83,65.1,0,Average,HighSchool,Good,6.8,83.27
2200,23,Female,6.5,8.05,6.17,3.22,0.82,8.52,1.22,85.72,93.08,1,Average,HighSchool,Good,5.63,90.02
2201,20,Female,3.23,0.0,3.56,5.3,1.04,4.41,0.72,85.31,90.76,1,Good,HighSchool,Average,5.66,71.29
2202,24,Female,1.84,5.23,3.33,2.89,1.71,9.64,0.8,92.36,84.13,0,Average,HighSchool,Average,2.87,42.9
2203,20,Female,4.5,2.92,5.45,3.58,0.0,9.51,0.6,88.13,67.25,1,Good,HighSchool,Good,7.0,76.37
2204,24,Female,3.18,10.33,1.92,1.08,1.22,7.42,1.56,85.67,89.67,3,Poor,HighSchool,Average,8.66,65.43
2205,22,Female,3.62,4.97,3.39,3.37,2.41,7.5,1.62,92.85,86.6,2,Poor,HighSchool,Poor,6.28,73.43
2206,25,Female,3.95,6.35,6.67,2.39,1.1,6.83,2.12,73.75,91.04,0,Average,HighSchool,Poor,9.98,86.59
2207,22,Male,2.67,8.42,1.49,2.49,3.4,4.84,0.89,100.0,82.44,0,Good,Masters,Average,6.45,40.93
2208,19,Male,5.69,4.45,3.02,6.21,2.2,5.28,0.26,86.89,100.0,5,Average,Bachelors,Average,8.32,100.0
2209,22,Male,2.62,6.9,2.79,2.51,3.55,7.49,0.12,70.86,53.1,0,Good,Bachelors,Poor,2.52,58.25
2210,20,Female,7.89,1.73,0.42,4.79,5.06,8.11,0.54,78.56,81.26,0,Average,Bachelors,Average,3.59,97.38
2211,22,Female,4.41,4.74,5.32,4.24,1.88,6.63,0.0,72.65,100.0,3,Average,Bachelors,Good,6.81,67.36
2212,25,Male,4.31,8.86,1.4,3.04,2.14,5.12,0.87,91.34,83.05,0,Good,HighSchool,Poor,7.26,92.13
2213,18,Male,1.9,1.77,0.36,2.19,2.17,7.42,2.0,82.26,66.9,4,Poor,HighSchool,Good,5.94,58.21
2214,25,Male,0.16,2.7,2.51,1.67,1.55,9.02,1.93,89.64,67.45,1,Average,Bachelors,Average,5.54,60.19
2215,17,Male,6.65,6.15,0.37,1.84,1.88,6.52,0.69,81.51,78.65,0,Good,Bachelors,Average,4.05,94.79
2216,19,Male,4.29,7.04,3.89,1.37,2.04,8.84,1.86,92.59,95.72,1,Good,HighSchool,Poor,2.05,77.08
2217,24,Female,1.5,8.92,0.52,0.66,0.0,6.75,0.0,83.32,82.36,1,Poor,Bachelors,Average,5.37,58.92
2218,21,Female,8.61,8.93,3.69,0.93,2.53,7.47,2.11,69.59,100.0,1,Average,Bachelors,Good,7.46,100.0
2219,22,Male,4.85,7.28,0.58,0.0,2.19,6.22,1.99,76.68,77.73,2,Good,Bachelors,Poor,5.65,98.56
2220,23,Female,3.28,2.12,4.16,2.91,1.76,6.29,0.13,68.79,43.69,2,Poor,PhD,Poor,6.85,54.96
2221,18,Female,6.35,4.94,0.61,3.03,1.34,8.95,1.24,85.3,64.13,2,Good,HighSchool,Average,4.58,89.11
2222,23,Male,4.82,8.21,4.29,0.99,0.08,8.93,0.16,98.36,86.62,4,Poor,HighSchool,Good,4.13,59.41
2223,25,Male,7.02,10.74,3.93,0.93,2.43,6.75,0.82,100.0,81.63,1,Good,HighSchool,Poor,8.39,100.0
2224,22,Male,2.92,8.06,1.18,0.19,1.72,8.97,1.95,87.74,92.2,3,Good,HighSchool,Average,2.13,75.63
2225,21,Female,4.38,2.59,3.53,1.85,2.84,4.5,0.49,89.21,79.16,1,Good,HighSchool,Average,4.25,52.64
2226,23,Male,3.03,6.9,4.04,2.59,3.52,7.93,1.55,79.9,90.52,3,Poor,Masters,Average,4.54,75.9
2227,24,Male,7.33,8.14,4.55,3.81,2.78,10.0,1.05,98.42,79.96,2,Average,HighSchool,Average,4.2,65.58
2228,24,Female,5.26,6.86,0.0,1.12,2.13,6.33,0.74,84.15,79.63,1,Average,PhD,Good,6.56,95.3
2229,22,Female,5.39,9.14,3.09,2.1,2.86,6.14,3.27,85.52,94.6,1,Average,HighSchool,Good,4.64,83.83
2230,24,Male,6.24,2.75,4.38,3.66,2.08,4.55,1.14,89.04,97.42,3,Good,Bachelors,Poor,5.19,91.41
2231,18,Female,3.49,4.58,2.92,2.92,1.54,6.32,2.86,76.64,90.27,2,Poor,HighSchool,Poor,8.51,60.07
2232,18,Female,4.39,2.65,4.32,5.01,1.14,4.97,1.63,94.71,78.02,1,Average,HighSchool,Average,7.95,74.1
2233,25,Female,4.54,4.64,5.39,5.85,1.87,5.31,2.18,100.0,84.94,2,Average,Bachelors,Poor,8.47,81.69
2234,24,Female,2.53,4.75,3.92,1.42,5.14,8.71,1.38,73.67,74.56,2,Good,HighSchool,Average,3.63,56.19
2235,23,Male,6.04,7.8,2.28,0.11,1.87,9.63,2.12,91.75,79.32,3,Poor,Bachelors,Average,4.11,97.53
2236,21,Male,6.7,3.99,5.81,5.14,1.93,7.18,2.37,94.98,68.62,0,Average,Bachelors,Average,4.55,81.06
2237,21,Female,4.29,4.28,5.94,1.57,1.49,7.73,1.96,75.37,100.0,4,Good,HighSchool,Good,2.92,100.0
2238,21,Male,2.17,5.41,2.52,4.9,0.84,6.17,1.04,89.65,74.93,0,Good,HighSchool,Good,5.73,63.42
2239,18,Male,6.06,6.93,6.33,5.23,3.14,8.87,1.66,69.18,89.97,0,Average,HighSchool,Average,8.09,92.36
2240,18,Female,7.05,6.81,5.38,1.97,1.79,8.49,1.57,94.67,66.23,0,Poor,Bachelors,Good,8.3,97.7
2241,23,Male,0.83,4.87,3.94,0.64,2.02,5.0,0.0,79.76,80.86,2,Good,HighSchool,Average,5.96,60.78
2242,19,Male,2.05,3.82,4.71,1.23,1.76,7.94,1.63,79.26,90.57,2,Poor,Masters,Average,4.45,62.39
2243,17,Male,2.73,4.5,5.71,1.77,1.85,8.12,1.73,99.84,84.67,0,Average,HighSchool,Good,2.72,79.97
2244,22,Female,6.82,8.25,0.28,2.24,1.19,8.01,0.71,83.45,99.48,0,Good,PhD,Good,7.51,100.0
2245,25,Female,2.21,7.04,4.47,2.12,2.6,6.97,2.34,94.0,89.65,1,Good,HighSchool,Average,2.99,60.18
2246,18,Female,6.65,3.34,3.32,0.92,2.94,7.53,2.36,86.46,81.36,1,Average,HighSchool,Average,6.51,76.16
2247,19,Male,4.71,6.33,1.85,1.76,3.39,5.96,2.17,96.2,88.89,2,Poor,HighSchool,Average,6.79,71.14
2248,22,Male,2.12,9.65,3.06,1.94,1.43,8.73,0.0,79.83,73.6,3,Average,Masters,Good,3.4,21.56
2249,24,Male,4.84,6.86,6.01,3.2,1.93,7.53,0.73,93.52,84.54,2,Average,Masters,Average,3.4,73.86
2250,18,Male,5.55,10.0,5.22,3.15,1.94,6.32,0.97,86.52,89.85,0,Good,Bachelors,Average,9.66,100.0
2251,17,Male,1.47,6.7,5.27,6.73,2.58,6.91,1.63,100.0,100.0,4,Poor,HighSchool,Average,6.87,41.3
2252,22,Male,5.66,8.57,1.57,0.0,0.0,7.18,1.29,68.57,100.0,0,Poor,HighSchool,Average,5.63,92.7
2253,24,Female,4.67,4.41,4.35,3.91,1.22,7.06,3.16,100.0,65.42,2,Average,HighSchool,Poor,7.02,76.26
2254,17,Female,7.61,10.05,2.86,4.22,1.59,9.12,0.19,88.61,80.99,2,Average,HighSchool,Good,10.0,71.39
2255,20,Male,7.14,6.0,6.13,1.85,2.67,8.21,1.35,88.0,81.98,1,Average,Bachelors,Good,6.69,100.0
2256,22,Female,6.61,0.0,3.6,2.9,1.05,7.07,2.02,71.4,92.29,3,Average,HighSchool,Average,8.22,100.0
2257,20,Male,4.61,6.67,3.31,2.09,1.92,5.96,0.0,95.48,76.04,1,Average,Masters,Average,8.66,99.49
2258,24,Male,4.59,7.18,1.14,2.17,0.4,6.6,1.39,87.56,87.96,2,Average,HighSchool,Good,5.01,70.51
2259,17,Female,3.81,7.45,4.75,4.39,1.06,6.88,1.23,85.0,92.29,4,Poor,Bachelors,Poor,5.87,73.52
2260,19,Female,3.77,5.93,5.01,0.0,1.71,5.31,1.77,90.35,91.16,0,Poor,Masters,Good,4.31,82.55
2261,22,Male,4.67,1.55,3.41,0.52,1.1,5.53,2.33,100.0,69.31,0,Good,HighSchool,Good,6.05,89.94
2262,18,Female,7.16,3.91,1.48,3.31,2.5,7.65,2.17,83.3,68.96,2,Average,HighSchool,Average,5.83,100.0
2263,21,Female,4.2,2.49,5.89,3.7,0.23,9.34,1.81,85.65,95.58,3,Poor,Bachelors,Good,7.89,100.0
2264,25,Male,9.12,1.37,4.27,2.96,1.75,5.69,0.53,84.99,77.61,3,Good,Bachelors,Average,4.94,92.36
2265,18,Female,0.51,4.0,4.82,2.96,0.14,5.33,1.64,81.51,46.15,2,Average,Masters,Good,1.74,28.72
2266,18,Female,5.5,7.93,3.5,3.22,4.03,8.17,2.55,96.85,73.01,1,Average,Bachelors,Good,8.46,98.45
2267,24,Female,4.47,4.29,4.4,0.94,0.2,10.0,1.4,67.01,80.98,1,Good,HighSchool,Average,4.26,60.93
2268,24,Female,6.6,5.62,4.47,3.75,1.41,5.76,1.14,73.13,58.02,2,Good,Bachelors,Good,4.1,83.17
2269,20,Female,1.99,5.4,4.6,1.76,1.53,7.47,3.03,71.26,75.04,2,Average,Masters,Poor,8.58,51.3
2270,21,Male,8.51,9.38,2.87,4.3,0.0,9.22,1.92,77.12,87.54,2,Poor,Bachelors,Poor,7.04,84.74
2271,18,Male,2.67,9.92,1.85,0.0,1.76,8.65,3.87,74.27,93.79,1,Average,Masters,Good,3.46,43.88
